,ax
3774,5563.470268317612
3775,5563.99119712268
3776,5568.091204951719
3777,5562.753215418014
3778,5569.185590491237
3779,5565.969407064689
3780,5565.3635499101465
3781,5567.065945358113
3782,5566.402836336787
3783,5558.995513032401
3784,5565.681829669891
3785,5562.931370630141
3786,5561.527995026233
3787,5559.326213948266
3788,5563.76790363288
3789,5560.981597550087
3790,5568.216385261562
3791,5561.570973261602
3792,5568.323441608296
3793,5563.152511788882
3794,5563.4692776795555
3795,5563.0652386596785
3796,5565.0067643376005
3797,5560.5771161711455
3798,5562.040042323073
3799,5561.004294119963
3800,5567.381451335715
3801,5562.04936420083
3802,5563.754878537139
3803,5569.311081831051
3804,5565.380907331103
3805,5563.321985120786
3806,5562.681398264697
3807,5566.746902807064
3808,5566.968625365437
3809,5562.226854537185
3810,5562.04424418046
3811,5565.194346919848
3812,5562.0987123730265
3813,5558.245919184163
3814,5564.993375729282
3815,5563.307961834015
3816,5562.056137397074
3817,5563.606343644754
3818,5563.087886128098
3819,5564.524129759639
3820,5567.381540694696
3821,5570.857483571977
3822,5562.534326994033
3823,5566.143855836909
3824,5565.065724037918
3825,5566.370712991149
3826,5561.679686760643
3827,5558.5030435357485
3828,5563.438304159837
3829,5565.53212083022
3830,5561.161874603574
3831,5548.938942479752
3832,5570.547531868543
3833,5568.968217603263
3834,5563.803318087536
3835,5570.585992166819
3836,5566.120798606266
3837,5570.942630251131
3838,5569.648544571285
3839,5573.9284276312
3840,5565.185148281559
3841,5566.009965721857
3842,5564.4140016073625
3843,5561.204630103097
3844,5564.330243556895
3845,5565.259706906296
3846,5566.1090927688365
3847,5565.811543047465
3848,5560.539322692132
3849,5559.268636596384
3850,5563.857297797659
3851,5566.697500089557
3852,5562.362334809772
3853,5564.45226683695
3854,5567.259450618028
3855,5569.613277223144
3856,5566.672803766424
3857,5568.315363788129
3858,5567.967984689899
3859,5564.333493024432
3860,5563.481411057259
3861,5557.938263536988
3862,5565.611987548592
3863,5562.320145363023
3864,5558.778833217482
3865,5565.543511672807
3866,5567.363220569918
3867,5561.486256338229
3868,5567.768537316986
3869,5567.028692733028
3870,5561.633242484914
3871,5570.127572315932
3872,5561.771618819203
3873,5562.041716987117
3874,5562.660198769848
3875,5563.744581067249
3876,5567.190343079749
3877,5568.615133712369
3878,5567.953307719662
3879,5559.756573409467
3880,5566.572209647043
3881,5563.194394890046
3882,5563.8011019317355
3883,5562.416865006079
3884,5559.216031581675
3885,5562.0958368455495
3886,5564.8167416259375
3887,5560.162195652251
3888,5561.663799560774
3889,5567.63548227511
3890,5565.547573632053
3891,5566.348811060997
3892,5562.890398300644
3893,5563.960583574549
3894,5565.961560208167
3895,5559.451264780849
3896,5561.122241382582
3897,5562.423842848562
3898,5561.717892971411
3899,5561.900854718688
3900,5562.53288400623
3901,5557.877663876309
3902,5563.603238813267
3903,5561.199924041685
3904,5566.928214538301
3905,5562.378406445715
3906,5562.533698234756
3907,5565.10521797177
3908,5559.986220717621
3909,5565.277903389266
3910,5566.861716295239
3911,5566.220694468107
3912,5564.900098892296
3913,5560.886556485044
3914,5561.750273851951
3915,5564.734504642152
3916,5562.350494188939
3917,5566.6705023137665
3918,5562.176086208755
3919,5562.443129964498
3920,5561.975305387433
3921,5566.881359433048
3922,5561.093167697799
3923,5564.426658350679
3924,5568.599234514487
3925,5561.45444381334
3926,5563.2447246023285
3927,5567.346751026668
3928,5564.232443192905
3929,5564.353295239284
3930,5562.633094559083
3931,5562.05356378543
3932,5563.839803659092
3933,5567.117364978617
3934,5566.13335790653
3935,5567.450904186014
3936,5563.855915889375
3937,5565.790206019076
3938,5561.24400922017
3939,5569.3816741531955
3940,5559.328914020172
3941,5560.80304306746
3942,5566.427534678737
3943,5565.336270912659
3944,5560.921577380717
3945,5562.274676773248
3946,5564.298552187597
3947,5564.130158595131
3948,5566.99975535299
3949,5564.77173606629
3950,5558.202699878576
3951,5532.520667982546
3952,5540.379500555696
3953,5553.851258801406
3954,5562.356420406135
3955,5550.89374429002
3956,5558.376508318531
3957,5557.908228225264
3958,5564.166230261345
3959,5560.832335838272
3960,5566.642017107847
3961,5558.455633957155
3962,5561.435718989908
3963,5557.079762485816
3964,5558.732983170208
3965,5557.227326141787
3966,5559.7095477404355
3967,5556.546072681107
3968,5561.221774458735
3969,5552.080261101191
3970,5558.646783995322
3971,5558.603633314651
3972,5561.457249572721
3973,5558.218543446945
3974,5559.428372495652
3975,5553.808629654886
3976,5554.035179735948
3977,5561.405490302122
3978,5556.298911780525
3979,5556.453981951283
3980,5563.297707357026
3981,5561.096537158176
3982,5554.473256572557
3983,5561.561518223566
3984,5560.241626791247
3985,5565.20517577185
3986,5557.196911594093
3987,5558.754229064692
3988,5557.798819126501
3989,5557.639775372178
3990,5558.178050713712
3991,5561.562151551499
3992,5554.112305783667
3993,5556.25979085233
3994,5561.025250415642
3995,5563.366888185006
3996,5561.748157969272
3997,5557.067116670191
3998,5560.793865824723
3999,5553.302381037139
4000,5555.018557364149
4001,5565.257531478814
4002,5558.078727915774
4003,5557.521222904805
4004,5559.15314574053
4005,5560.212562189007
4006,5557.1392991662515
4007,5561.147122161517
4008,5559.585705180088
4009,5561.948462794582
4010,5560.239727529268
4011,5561.894207891327
4012,5561.6187234471545
4013,5557.939170018749
4014,5560.74620573264
4015,5557.912029157549
4016,5555.948809069563
4017,5555.825810487455
4018,5548.9554672512795
4019,5560.268681091279
4020,5558.40507224994
4021,5562.218044693644
4022,5555.1685909247735
4023,5564.488404783189
4024,5558.18084457093
4025,5560.986149048982
4026,5561.308894386456
4027,5553.400605205684
4028,5559.556896485942
4029,5562.903672280897
4030,5556.741902724728
4031,5559.390723704274
4032,5553.8666043605135
4033,5562.676903311712
4034,5557.388115325246
4035,5555.380377804092
4036,5558.31019057425
4037,5558.209607768295
4038,5559.312368172837
4039,5569.0763585051045
4040,5564.436612538134
4041,5556.942496119439
4042,5556.215354873376
4043,5557.805828443574
4044,5557.981890589241
4045,5551.6622851772645
4046,5558.587995545698
4047,5563.883536737539
4048,5556.143151580351
4049,5554.8756052886365
4050,5555.597862124634
4051,5555.0778155407015
4052,5557.809342878404
4053,5558.0787822373995
4054,5557.592440957254
4055,5556.6386572182055
4056,5557.460786939665
4057,5564.2421549664605
4058,5552.188043916435
4059,5556.590830732749
4060,5554.989897068259
4061,5556.388196043629
4062,5556.801591357331
4063,5562.10506801582
4064,5562.88738321799
4065,5559.983962972282
4066,5557.185720117413
4067,5556.993272472744
4068,5558.752373313691
4069,5559.924338495866
4070,5563.593084009524
4071,5564.154721612282
4072,5556.193290788235
4073,5558.417701724672
4074,5560.436739815555
4075,5557.951405887951
4076,5561.112338549646
4077,5558.786175777312
4078,5561.044281389375
4079,5554.8752763012335
4080,5558.586281649103
4081,5563.322099909216
4082,5571.236775823235
4083,5561.172221205758
4084,5588.631378109087
4085,5637.745471845006
4086,5718.345421544299
4087,5693.180762391858
4088,5701.8883024983015
4089,5697.902502809765
4090,5636.989096637493
4091,5597.02423282583
4092,5569.017323392174
4093,5576.7882205226315
4094,5559.89096510957
4095,5564.266623551205
4096,5560.053259237296
4097,5553.8331508263345
4098,5528.055625473616
4099,5499.4851343217615
4100,5516.70268821471
4101,5491.470566579816
4102,5490.600645027828
4103,5460.640072616486
4104,5469.102027622541
4105,5480.361223079263
4106,5477.0618059032
4107,5524.648412938092
4108,5466.046370465605
4109,5473.844674670967
4110,5521.46257451465
4111,5516.981982439598
4112,5571.513892386805
4113,5838.116447025051
4114,5805.216273750628
4115,5718.776151386888
4116,5727.886904172221
4117,5602.957881714716
4118,5581.753929146277
4119,5558.082099354195
4120,5539.96362557763
4121,5444.523946777825
4122,5327.209328314838
4123,5420.613058283023
4124,5566.288967318963
4125,5618.181190405648
4126,5539.8006399137685
4127,5682.199457506781
4128,5624.519843761286
4129,5533.2399663618935
4130,5418.733797728624
4131,5322.806630059732
4132,5269.345402446659
4133,5286.360222287919
4134,5321.130064431657
4135,5370.487602198684
4136,5301.083201835485
4137,5345.106373598738
4138,5346.512940007629
4139,5353.153524081683
4140,5325.0493858186655
4141,5347.238776705065
4142,5334.73068299955
4143,5308.929900688269
4144,5327.918754356864
4145,5353.273142495556
4146,5372.74823340537
4147,5359.651653242708
4148,5405.646921269721
4149,5345.569707537404
4150,5240.586094192016
4151,5344.939516661338
4152,5250.079580716073
4153,5341.480883616894
4154,5293.641575706985
4155,5368.553290881653
4156,5353.185339292018
4157,5401.686304899773
4158,5337.573627891959
4159,5321.4952691596045
4160,5387.165415459482
4161,5343.452368239412
4162,5300.234729011546
4163,5358.4537210633025
4164,5312.008866332469
4165,5410.403573032212
4166,5362.8502236210015
4167,5315.486448181048
4168,5478.585183754028
4169,5564.689664518502
4170,5586.943666128577
4171,5473.716829608906
4172,5425.148718606449
4173,5438.027562394612
4174,5381.531441022467
4175,5328.290454026942
4176,5294.75270876911
4177,5339.784367546784
4178,5416.055271181639
4179,5526.878752116921
4180,5392.473389577889
4181,5551.58714689644
4182,5358.740877912864
4183,5222.225767231033
4184,5355.010288354862
4185,5276.0071676698835
4186,5261.654078108258
4187,5555.9983721705585
4188,5425.3519665931635
4189,5439.940031939917
4190,5408.520425876529
4191,5249.771291918319
4192,5329.3920388041215
4193,5530.462042733157
4194,5365.442722975613
4195,5313.951199821873
4196,5381.262185940345
4197,5177.631042867646
4198,5191.072934098362
4199,5101.315470487201
4200,5193.441334063133
4201,5227.572251941692
4202,5148.668194396094
4203,5233.881213627366
4204,5210.545229634588
4205,5128.48741896282
4206,5295.360747141429
4207,5292.730445671093
4208,5190.233160698764
4209,5310.736028443018
4210,5343.3764553369165
4211,5384.582796863225
4212,5399.558136530447
4213,5452.162884901563
4214,5583.680941644176
4215,5565.42318409534
4216,5423.669651969695
4217,5253.781174752149
4218,5289.991409251513
4219,5253.926612427352
4220,5201.902257769615
4221,5219.767820484988
4222,5250.270909537405
4223,5312.008699996087
4224,5358.071323342327
4225,5333.632978313207
4226,5263.337033328133
4227,5334.231194464327
4228,5354.625972625957
4229,5321.9965454944595
4230,5359.941752218062
4231,5354.999979437802
4232,5348.464141276506
4233,5343.252061714644
4234,5338.289871344028
4235,5334.085046186694
4236,5328.472182859822
4237,5325.130931587291
4238,5332.328196027458
4239,5317.215269757438
4240,5338.964920978841
4241,5337.675988487429
4242,5346.135938736354
4243,5347.245593447554
4244,5345.913860093632
4245,5345.039943579309
4246,5343.296845518181
4247,5346.039238892435
4248,5354.72606900599
4249,5347.356787804194
4250,5355.354389616312
4251,5334.865369921311
4252,5420.142747018296
4253,5340.176576376168
4254,5402.1199607642875
4255,5455.153408252296
4256,5288.409663622418
4257,5340.197564584652
4258,5301.393152010714
4259,5195.409364334368
4260,5518.316281553488
4261,5411.217943165629
4262,5374.363904700601
4263,5366.55332129814
4264,5325.164188241393
4265,5298.831176445314
4266,5368.59999667366
4267,5319.044425691854
4268,5216.035454238495
4269,5338.189898281508
4270,5437.148207794607
4271,5377.8433991896445
4272,5375.305046538611
4273,5350.477187535352
4274,5334.657058439511
4275,5282.155692362489
4276,5251.5386035592655
4277,5109.882897600395
4278,5357.670094114982
4279,5394.052589329567
4280,5363.1311334206775
4281,5353.647091826501
4282,5342.291387465153
4283,5400.899900794391
4284,5365.111368731099
4285,5361.494160306245
4286,5375.970762968033
4287,5316.294216375843
4288,5478.515328086406
4289,5514.745930487426
4290,5461.492332166583
4291,5426.883227865974
4292,5460.734333811945
4293,5333.187339353297
4294,5269.009669447979
4295,5246.843235669031
4296,5270.89793788648
4297,5322.339494306285
4298,5346.418571990697
4299,5414.902810405311
4300,5303.241578945803
4301,5176.7793412606625
4302,5366.068744733798
4303,5194.513630360836
4304,5310.981963877489
4305,5316.838667071339
4306,5417.978376473403
4307,5370.384966093266
4308,5148.783956934218
4309,5348.864150029112
4310,5246.601074431058
4311,5259.752527124802
4312,5340.166051211135
4313,5391.843163204573
4314,5443.9919368425135
4315,5205.216115013315
4316,5303.4355578504665
4317,5258.160102090098
4318,5467.350845315476
4319,5512.1495340061065
4320,5460.366835858287
4321,5411.692111698074
4322,5455.975156437997
4323,5451.522598117886
4324,5510.916166997367
4325,5394.607565551333
4326,5406.3547105300795
4327,5502.235805674843
4328,5299.504068536461
4329,5267.346416265747
4330,5343.975352451669
4331,5302.7906345934625
4332,5458.727022618276
4333,5372.762332008589
4334,5462.311830622358
4335,5285.195897746312
4336,5319.220069893806
4337,5532.049515810732
4338,5387.19739043074
4339,5371.124825689004
4340,5370.203990179753
4341,5314.829117521554
4342,5327.67901183563
4343,5315.457947902459
4344,5329.222894361854
4345,5406.566294561275
4346,5365.904505516086
4347,5260.686961033396
4348,5298.0704561724515
4349,5213.795660801726
4350,5441.874663249662
4351,5295.027756584938
4352,5468.993531822779
4353,5273.240344681377
4354,5392.464908174697
4355,5239.792264899597
4356,5240.270692071448
4357,5150.219729676748
4358,5534.774127018383
4359,5534.43758482122
4360,5517.938777447804
4361,5372.047775796803
4362,5343.264182379597
4363,5458.01018257284
4364,5338.23741844011
4365,5350.657693380398
4366,5454.78123834892
4367,5400.159958914242
4368,5510.950977315041
4369,5479.010675725931
4370,5412.256725291945
4371,5415.84114182019
4372,5396.6194997216435
4373,5394.287294414747
4374,5419.0289131595155
4375,5406.166003704423
4376,5353.679120316281
4377,5371.631512622508
4378,5380.083380510624
4379,5390.464597265188
4380,5373.886081914329
4381,5370.521418893779
4382,5350.424298232797
4383,5337.948288525682
4384,5360.0072720348135
4385,5327.8711055706935
4386,5370.300521085784
4387,5363.543962862678
4388,5305.076930478768
4389,5334.507313075616
4390,5346.655061486243
4391,5355.455859120162
4392,5336.331723598462
4393,5332.135224427322
4394,5350.601972158408
4395,5343.624423054075
4396,5338.683054446899
4397,5330.553581208538
4398,5333.265516193574
4399,5335.554033201417
4400,5328.450081604324
4401,5339.579007811402
4402,5341.525462533442
4403,5335.98996603257
4404,5341.053088671258
4405,5337.741679960122
4406,5339.459654540571
4407,5340.969825234901
4408,5348.158102105503
4409,5341.020774405206
4410,5341.893912487842
4411,5341.090703365186
4412,5341.1859241689735
4413,5339.651249441802
4414,5337.521870129819
4415,5332.247980956818
4416,5344.343016326825
4417,5336.880980850147
4418,5351.483977282097
4419,5341.3728198545705
4420,5383.7175625932005
4421,5401.536867998966
4422,5379.323171536559
4423,5391.207026797515
4424,5370.558881357868
4425,5357.103746735558
4426,5368.472888130532
4427,5361.604558439259
4428,5359.5274609199
4429,5358.549647678733
4430,5365.860032865227
4431,5367.480272493745
4432,5351.559403507124
4433,5350.139880509105
4434,5352.469573873232
4435,5344.559114360046
4436,5355.608861900705
4437,5354.198084425421
4438,5341.340192150374
4439,5353.007766260153
4440,5345.4687922035
4441,5350.354083684248
4442,5339.494145171661
4443,5350.016905519711
4444,5351.311415939801
4445,5354.663053069945
4446,5369.478587362507
4447,5373.374333907861
4448,5375.76826024094
4449,5378.717860052837
4450,5363.724650904591
4451,5360.1535173288985
4452,5350.628304357455
4453,5342.798563281815
4454,5346.752703280447
4455,5337.371603955493
4456,5327.731453486351
4457,5323.2507401169805
4458,5325.562148810798
4459,5330.347893469576
4460,5334.068631158066
4461,5340.130102583677
4462,5346.072263538257
4463,5347.959508879197
4464,5360.336796373883
4465,5358.017901513875
4466,5363.302968550944
4467,5354.703242220803
4468,5346.593585660437
4469,5337.658840285632
4470,5339.516398913943
4471,5346.528036951482
4472,5346.00624295988
4473,5339.044535050061
4474,5347.768311725332
4475,5349.268883874672
4476,5346.900656747535
4477,5342.675674485281
4478,5344.156727969602
4479,5350.7179719089745
4480,5355.227482672648
4481,5357.369529615411
4482,5360.655504591088
4483,5360.925319251316
4484,5354.070410424638
4485,5344.959472526383
4486,5352.774349950442
4487,5358.176965520268
4488,5348.350539381873
4489,5348.3651491658575
4490,5347.349304624766
4491,5354.68314507846
4492,5347.358124499892
4493,5344.98977691068
4494,5347.481051694671
4495,5351.07847171183
4496,5348.183862146097
4497,5343.616694433504
4498,5348.746866998654
4499,5351.2176977843055
4500,5342.509631208623
4501,5349.436745902321
4502,5358.005896427393
4503,5391.62979650113
4504,5365.359639200943
4505,5343.588310170523
4506,5359.1096418406605
4507,5379.675876544811
4508,5364.256950388021
4509,5360.180905151438
4510,5377.142545492911
4511,5359.91040270868
4512,5368.16900033712
4513,5376.692984495301
4514,5372.260012008602
4515,5368.242965605348
4516,5370.701919571022
4517,5372.104762536561
4518,5366.09069834885
4519,5365.406094253686
4520,5361.55384396285
4521,5367.16426876915
4522,5359.425231202516
4523,5366.928273298213
4524,5358.636341560644
4525,5359.9891433197945
4526,5357.615281599237
4527,5360.328140738463
4528,5362.782257345987
4529,5369.87267108352
4530,5365.037093645433
4531,5364.895955491004
4532,5367.085127763607
4533,5369.800203558773
4534,5381.78905915804
4535,5374.769096407366
4536,5375.771100094514
4537,5378.745154421559
4538,5368.976870687107
4539,5368.104676726171
4540,5365.791136579023
4541,5360.546228300712
4542,5366.958991854832
4543,5372.109033065194
4544,5371.777088771521
4545,5368.634729414862
4546,5370.563596357132
4547,5375.836893122188
4548,5379.619426207462
4549,5370.959615743045
4550,5367.377675260007
4551,5371.0062845475795
4552,5370.540340160629
4553,5371.487456869118
4554,5367.31413579563
4555,5367.399453299153
4556,5368.107957199384
4557,5366.322127404907
4558,5367.247178941337
4559,5362.117194162039
4560,5371.191176602857
4561,5369.103431142295
4562,5364.9772944572
4563,5363.155671522411
4564,5367.1063602356335
4565,5366.330316198119
4566,5363.157890274722
4567,5360.7210264425075
4568,5369.897533525456
4569,5365.738240068906
4570,5363.949619881621
4571,5362.966596246126
4572,5363.805018257138
4573,5364.835275556828
4574,5362.285130370332
4575,5362.950868421033
4576,5363.653011227584
4577,5358.040981028987
4578,5364.620571998662
4579,5368.669042028433
4580,5362.650056723973
4581,5367.457426652584
4582,5377.30280006535
4583,5381.780636564022
4584,5355.834351433275
4585,5371.383202290673
4586,5376.952847403309
4587,5373.992862266581
4588,5374.1461128934
4589,5371.937879535006
4590,5365.201826560476
4591,5373.142175457179
4592,5363.729293834985
4593,5378.052811105981
4594,5378.326165957598
4595,5371.510407212358
4596,5373.402991792643
4597,5378.5902931695455
4598,5384.966543727471
4599,5380.058919891881
4600,5371.597145731344
4601,5376.583662570818
4602,5374.194239212509
4603,5377.327357684266
4604,5375.842857060782
4605,5380.654960819633
4606,5379.736057226243
4607,5388.876431294778
4608,5387.807011341007
4609,5372.845942985966
4610,5411.399427717853
4611,5430.408855762091
4612,5423.508884733138
4613,5459.4720154919405
4614,5462.392341253017
4615,5453.031717559072
4616,5442.109307851726
4617,5447.857630083985
4618,5452.567327854161
4619,5455.56130569408
4620,5443.160733125113
4621,5443.2587443733855
4622,5464.49358190287
4623,5442.477928059465
4624,5471.967280466509
4625,5461.996186525321
4626,5425.284895822808
4627,5450.883374487802
4628,5463.769429529765
4629,5446.583501941964
4630,5440.818972427308
4631,5453.191006661278
4632,5452.814114378098
4633,5401.94554020249
4634,5421.47556623604
4635,5415.646721356161
4636,5408.290558637369
4637,5415.039310475463
4638,5412.268938833071
4639,5422.083579296449
4640,5412.080448719033
4641,5401.274642180771
4642,5409.488332906977
4643,5407.565744529822
4644,5409.871212720017
4645,5424.686842238094
4646,5413.716257346577
4647,5411.703828913875
4648,5411.5487879560615
4649,5414.738408090947
4650,5408.958725702937
4651,5411.55313249217
4652,5412.269033151368
4653,5413.060262959604
4654,5408.709622848964
4655,5405.038495486036
4656,5410.866699900544
4657,5407.123077427376
4658,5408.289473457948
4659,5414.670206501594
4660,5415.43531271579
4661,5409.005070224752
4662,5411.780952526414
4663,5405.742343475502
4664,5410.668523609701
4665,5414.034832843107
4666,5411.377887523241
4667,5412.558009554997
4668,5403.384313148873
4669,5409.800894059906
4670,5401.965714283834
4671,5411.454875258843
4672,5401.405080603536
4673,5403.151102056744
4674,5394.551016777059
4675,5398.598846009235
4676,5393.252094976325
4677,5385.850611322874
4678,5386.216099737749
4679,5382.899280559449
4680,5383.152661954127
4681,5406.627912442056
4682,5377.960660183645
4683,5393.453038249572
4684,5377.534827110713
4685,5386.35513838908
4686,5382.2080116799525
4687,5388.389359552195
4688,5397.67899497004
4689,5379.641334838607
4690,5378.3232434721795
4691,5383.484251400836
4692,5381.1130020518885
4693,5381.275064695611
4694,5385.514801797029
4695,5384.386349512192
4696,5382.113929859657
4697,5381.730595940836
4698,5380.18064243905
4699,5378.7022955503
4700,5377.43587755588
4701,5378.923172038054
4702,5380.189253532212
4703,5374.988004340595
4704,5374.722222711535
4705,5370.279210021339
4706,5381.611967208103
4707,5386.973869983209
4708,5371.984041515556
4709,5377.802538404735
4710,5377.378621319435
4711,5375.358139018639
4712,5378.712028223119
4713,5382.208165232445
4714,5378.118760001039
4715,5375.331781619364
4716,5382.784118638808
4717,5375.4999447414475
4718,5366.554749797977
4719,5390.123610449024
4720,5414.571701766433
4721,5423.509120858859
4722,5436.966701908205
4723,5422.762621499627
4724,5453.569858540468
4725,5450.382823507
4726,5434.170747911033
4727,5459.245622215558
4728,5473.959741516539
4729,5440.014710178917
4730,5453.384412820415
4731,5449.844372387225
4732,5416.557599425778
4733,5398.301178971258
4734,5418.8259517670285
4735,5419.582377587013
4736,5427.87991752905
4737,5432.8853304661525
4738,5440.336997750851
4739,5424.762627024391
4740,5417.115076296564
4741,5420.460017323103
4742,5401.635507475668
4743,5408.908111890183
4744,5361.812252629443
4745,5364.169435143871
4746,5384.073593465654
4747,5397.499828711382
4748,5400.3190236753135
4749,5398.695464432601
4750,5403.243250129433
4751,5405.384184560933
4752,5392.058837553919
4753,5402.631742252379
4754,5401.413806698367
4755,5396.4360046737365
4756,5391.8778240280635
4757,5377.582819248979
4758,5381.100708009857
4759,5365.811316870936
4760,5353.7814241955475
4761,5348.920083080055
4762,5351.970014497242
4763,5351.656244986671
4764,5376.9672182153
4765,5364.893096206365
4766,5363.160787186763
4767,5363.171121678696
4768,5374.85429272236
4769,5381.042171911167
4770,5379.101629108978
4771,5364.093541320119
4772,5370.492855951343
4773,5374.187440768301
4774,5370.828173314489
4775,5370.257713698912
4776,5376.0752081398205
4777,5370.799154385899
4778,5363.621438690591
4779,5362.003828492809
4780,5364.004214343182
4781,5369.065623524908
4782,5367.584336615546
4783,5376.597632010793
4784,5361.697978262339
4785,5363.788966392542
4786,5364.082135779106
4787,5367.893800026249
4788,5368.598543378522
4789,5368.366740799277
4790,5370.3306326170605
4791,5378.197359558809
4792,5369.189495108387
4793,5369.297197593418
4794,5361.088493489925
4795,5358.473463926041
4796,5363.84520733067
4797,5358.798185226259
4798,5359.02877786431
4799,5354.0651934214075
4800,5357.226740211818
4801,5358.080673631199
4802,5359.451642297535
4803,5356.226484507849
4804,5353.590575546261
4805,5356.643022594583
4806,5359.535874315161
4807,5351.748421250484
4808,5356.721669598541
4809,5359.310210141972
4810,5355.107206865733
4811,5356.157918079972
4812,5361.640235900275
4813,5346.645529888964
4814,5360.967402118492
4815,5362.448261603783
4816,5362.373514026074
4817,5355.616424422165
4818,5363.993982224529
4819,5353.6560051032175
4820,5361.530479634762
4821,5358.047993149297
4822,5363.956557469679
4823,5360.891958452694
4824,5362.388353486896
4825,5361.429789957925
4826,5361.926127883718
4827,5361.187017319307
4828,5371.444028716732
4829,5365.63983937003
4830,5362.0933284298835
4831,5360.824894898241
4832,5362.3002120582205
4833,5363.423349127708
4834,5351.590979148243
4835,5357.032222393857
4836,5358.800185711424
4837,5361.397531692675
4838,5358.411479232832
4839,5360.742125300085
4840,5359.199896278757
4841,5362.3813102837585
4842,5360.023018925582
4843,5363.79845965749
4844,5369.239860972568
4845,5362.600062194131
4846,5362.531798027532
4847,5372.667322674046
4848,5368.760726692625
4849,5365.422072079646
4850,5365.485405763056
4851,5369.019920985844
4852,5368.514657308609
4853,5367.793069464877
4854,5370.406901530544
4855,5370.379071845915
4856,5319.411349471391
4857,5302.181941559273
4858,5527.446430095212
4859,5478.991987987114
4860,5586.030545645134
4861,5537.150904743218
4862,5350.170431121915
4863,5453.415647803353
4864,5349.360394909249
4865,5286.17908288198
4866,5534.037233634458
4867,5358.896203435445
4868,5241.891604058191
4869,5200.717354495362
4870,5300.972251438125
4871,5218.116535913834
4872,5483.61904224226
4873,5373.592011782921
4874,5473.383197029616
4875,5286.268092994359
4876,5264.225376635551
4877,5333.500610595348
4878,5133.08321396977
4879,5451.927270986911
4880,5477.667241597463
4881,5396.636522600499
4882,5260.44647637338
4883,5401.088277096173
4884,5430.967899544244
4885,5126.838502398356
4886,5480.488583186944
4887,5341.496880285206
4888,5374.490537208604
4889,5334.46582564696
4890,5334.38409514518
4891,5379.394692856779
4892,5144.314172137432
4893,5526.86902293347
4894,5310.260903885779
4895,5304.577231237381
4896,5160.71614710641
4897,5374.535105126591
4898,5269.871685378674
4899,5175.453308056088
4900,5453.205842597099
4901,5308.047639929458
4902,5334.462567867869
4903,5234.50653973594
4904,5282.073976995907
4905,5285.028015016377
4906,5226.160729613643
4907,5492.478561636423
4908,5259.648160985865
4909,5357.108234864621
4910,5238.0409951651945
4911,5337.42775058405
4912,5203.684732107889
4913,5278.11210217555
4914,5423.783388188681
4915,5268.77676804061
4916,5331.010331830838
4917,5185.627844275621
4918,5312.524446772385
4919,5289.273060718003
4920,5435.589157063899
4921,5524.138762273443
4922,5446.671633711081
4923,5506.319375512655
4924,5466.0107141414865
4925,5362.917415204344
4926,5428.912922585316
4927,5341.34085011654
4928,5413.646635874855
4929,5484.1382337811865
4930,5458.194504350865
4931,5490.347683256582
4932,5456.643366334967
4933,5415.347052416375
4934,5419.809900233163
4935,5477.746933695804
4936,5509.970063559432
4937,5492.683328856221
4938,5554.567547904033
4939,5531.461012851889
4940,5400.2854792309645
4941,5440.568793200482
4942,5418.027458347525
4943,5395.939123477879
4944,5476.199261789615
4945,5428.834226998058
4946,5533.871100400355
4947,5411.577093770481
4948,5418.3135656441955
4949,5412.969744437047
4950,5385.913377651198
4951,5498.145288492205
4952,5430.392564297904
4953,5452.43578833599
4954,5329.113587153538
4955,5359.837451068512
4956,5328.006405433392
4957,5328.881320338004
4958,5520.307117683769
4959,5399.390722220764
4960,5498.0724512023135
4961,5466.9075969467385
4962,5388.896658250215
4963,5429.031292745359
4964,5342.592408450065
4965,5471.424182411296
4966,5421.084802278392
4967,5385.668297784408
4968,5459.292846511872
4969,5313.473795435108
4970,5386.729103568099
4971,5326.531454153032
4972,5184.009201166762
4973,5530.4733040656165
4974,5364.595416709147
4975,5346.2007323073585
4976,5277.889223137627
4977,5341.183245797035
4978,5206.754592196898
4979,5308.128254133141
4980,5443.903013989041
4981,5292.141616638295
4982,5342.407005609315
4983,5303.078477555911
4984,5350.836074619872
4985,5237.478630107149
4986,5212.143930658601
4987,5421.046116920459
4988,5249.512646286686
4989,5281.5081643047415
4990,5175.789108596465
4991,5255.369506137536
4992,5228.7313048782025
4993,5209.972104532703
4994,5413.671798259002
4995,5263.377515801117
4996,5181.549390865979
4997,5263.665399554407
4998,5289.572646566792
4999,5132.5991980277695
5000,5376.3785415238945
5001,5279.933444121698
5002,5353.650027545754
5003,5282.732897074875
5004,5233.604172519204
5005,5331.308422623755
5006,5151.635115862988
5007,5321.518033421354
5008,5472.691515353707
5009,5280.7131227088385
5010,5268.91740626703
5011,5244.406843879338
5012,5334.186335792404
5013,5267.811205121864
5014,5147.759012289577
5015,5421.245948593369
5016,5275.544966853042
5017,5333.769131380965
5018,5244.3089782320485
5019,5309.261028354793
5020,5324.135447945972
5021,5111.475581389503
5022,5288.026799116661
5023,5379.294386928072
5024,5277.172484720082
5025,5344.88761692598
5026,5200.947606395211
5027,5288.044008222007
5028,5214.956209834111
5029,5155.59415499353
5030,5498.718873981132
5031,5326.447994506528
5032,5409.226487862916
5033,5269.452391796561
5034,5313.9383233568
5035,5321.8359270936535
